stage,presentation,rank,edge,users,probability_harm_recovery,logit_harm_recovery,median_user_probability_recovery,p10_user_probability_recovery,users_improved_fraction,users_at_80_fraction,top1_agreement,top10_overlap,rank_correlation,storage_values_fp32_per_user
av_aggregation,S4_aggregated_context,4,v3_to_v4,512,0.9996876247687937,0.9996951460167873,0.9998852908611298,0.999264657497406,1.0,1.0,0.98828125,0.9974609384080395,0.9998553772456944,11520
av_aggregation,S4_aggregated_context,4,v4_to_v5,512,0.9987514366421953,0.9988538680980096,0.9992468357086182,0.9947850465774536,1.0,1.0,0.998046875,0.9984375005587935,0.9998625367879868,11520
av_aggregation,S4_aggregated_context,8,v0_to_v1,512,0.9997834718244856,0.9997913834503085,0.9998681843280792,0.9990346312522889,1.0,1.0,1.0,0.9998046875698492,0.9999613384716213,20736
av_aggregation,S4_aggregated_context,8,v1_to_v2,512,0.9996309427927254,0.9996646131507544,0.9997235834598541,0.9986846506595611,1.0,1.0,0.998046875,0.9994140627095476,0.9999584746547043,20736
av_aggregation,S4_aggregated_context,8,v2_to_v3,512,0.9996282797407471,0.9996277198822211,0.999748945236206,0.9983247637748718,1.0,1.0,0.9921875,0.9994140627095476,0.9999054940417409,20736
av_aggregation,S4_aggregated_context,8,v3_to_v4,512,0.9996875320473306,0.9996952777332668,0.9998851120471954,0.9992631375789642,1.0,1.0,0.98828125,0.9972656259778887,0.9998539453372359,20736
av_aggregation,S4_aggregated_context,8,v4_to_v5,512,0.9987580341727165,0.9988623520025032,0.9992542564868927,0.9948181211948395,1.0,1.0,0.99609375,0.9986328129889444,0.999863252742216,20736
final_readout,S7_final_representation,0,v0_to_v1,512,0.9724785964000396,0.9688868473116325,0.9707103669643402,0.8180191278457641,0.994140625,0.90625,0.970703125,0.9677734429133125,0.9817102177330526,192
final_readout,S7_final_representation,0,v1_to_v2,512,0.972197135385669,0.9712826551033916,0.9759528338909149,0.8816366553306579,0.998046875,0.94921875,0.982421875,0.9867187544004992,0.996759589179419,192
final_readout,S7_final_representation,0,v2_to_v3,512,0.9779305460006474,0.9742381476447892,0.974019318819046,0.8563104808330536,1.0,0.927734375,0.90625,0.95507813221775,0.9789767020847648,192
final_readout,S7_final_representation,0,v3_to_v4,512,0.9759205157286405,0.9747467777370855,0.9794223606586456,0.8990702033042908,1.0,0.95703125,0.814453125,0.9078125123342033,0.9439500420521654,192
final_readout,S7_final_representation,0,v4_to_v5,512,0.9605963135358746,0.9601872129086484,0.9588565826416016,0.7535501420497894,0.9921875,0.873046875,0.875,0.9386718844179995,0.9705635159625672,192
final_readout,S7_final_representation,1,v0_to_v1,512,0.9941331549866731,0.9933349567643849,0.9937322735786438,0.9688518285751343,1.0,0.98828125,0.990234375,0.9886718788184226,0.9976180192315951,768
final_readout,S7_final_representation,1,v1_to_v2,512,0.9939199287524312,0.9935577836029647,0.9937891364097595,0.9747138679027557,0.998046875,0.99609375,0.986328125,0.9908203157829121,0.9990957498084754,768
final_readout,S7_final_representation,1,v2_to_v3,512,0.9956227501643354,0.9950463003562267,0.9954032003879547,0.976573395729065,1.0,0.99609375,0.974609375,0.9851562544936314,0.997885070508346,768
final_readout,S7_final_representation,1,v3_to_v4,512,0.9960376107661555,0.9954417638493359,0.9956968128681183,0.9815279006958008,1.0,0.998046875,0.923828125,0.9703125091036782,0.9944148390786722,768
final_readout,S7_final_representation,1,v4_to_v5,512,0.9896227113264664,0.9895058161599644,0.9887055158615112,0.9379866361618042,1.0,0.984375,0.955078125,0.9763671952532604,0.9964417071314529,768
final_readout,S7_final_representation,2,v0_to_v1,512,0.9973733066178958,0.9970389547228803,0.9974586367607117,0.9880512893199921,1.0,0.998046875,0.98828125,0.9910156279802322,0.9983468611026183,1152
final_readout,S7_final_representation,2,v1_to_v2,512,0.9973408868639292,0.9971818543167593,0.9973928928375244,0.9885853409767151,1.0,1.0,0.994140625,0.9951171892462298,0.9995718593709171,1152
final_readout,S7_final_representation,2,v2_to_v3,512,0.9981324478128382,0.9979348116453776,0.9979292154312134,0.9916795492172241,1.0,1.0,0.984375,0.9939453145489097,0.9992711585946381,1152
final_readout,S7_final_representation,2,v3_to_v4,512,0.997935002829642,0.9975785765212766,0.9978552162647247,0.9905701100826263,1.0,0.998046875,0.955078125,0.9814453180879354,0.9966400257544592,1152
final_readout,S7_final_representation,2,v4_to_v5,512,0.99643566248016,0.9964314723770786,0.9965762495994568,0.9760263502597809,1.0,1.0,0.98828125,0.993554689688608,0.9989905045367777,1152
final_readout,S7_final_representation,4,v0_to_v1,512,0.9992058540051424,0.999100881378136,0.9992546439170837,0.9956472456455231,1.0,1.0,0.99609375,0.9984375005587935,0.9996635013958439,1920
final_readout,S7_final_representation,4,v1_to_v2,512,0.9991502471439242,0.9991529941920381,0.9992645382881165,0.996570599079132,1.0,1.0,1.0,0.9992187502793968,0.9999004823621362,1920
final_readout,S7_final_representation,4,v2_to_v3,512,0.9993173480534875,0.9992697123958245,0.9992807507514954,0.996788763999939,1.0,1.0,0.98828125,0.9962890637107193,0.9996620696038008,1920
final_readout,S7_final_representation,4,v3_to_v4,512,0.9993344363869281,0.9992605134482515,0.9994070529937744,0.9976734042167663,1.0,1.0,0.970703125,0.9933593771420419,0.9989024419337511,1920
final_readout,S7_final_representation,4,v4_to_v5,512,0.9988212131266653,0.9988414160583654,0.9989003241062164,0.9939646422863007,1.0,1.0,0.994140625,0.9974609384080395,0.9997673148754984,1920
final_readout,S7_final_representation,8,v0_to_v1,512,0.9994864319216056,0.9994272323219519,0.9994997084140778,0.9970899939537048,1.0,1.0,0.998046875,0.999023437849246,0.9998496496118605,3456
final_readout,S7_final_representation,8,v1_to_v2,512,0.9994327763205438,0.9994412345191359,0.9995026886463165,0.9978399276733398,1.0,1.0,1.0,0.999023437849246,0.9999284045770764,3456
final_readout,S7_final_representation,8,v2_to_v3,512,0.9994402592433931,0.9994044937167081,0.9994378387928009,0.9974618852138519,1.0,1.0,0.986328125,0.9972656258614734,0.9997637351043522,3456
final_readout,S7_final_representation,8,v3_to_v4,512,0.9995480717045568,0.9995105190968362,0.9995889365673065,0.9986273884773255,1.0,1.0,0.97265625,0.9957031263038516,0.9992339289747179,3456
final_readout,S7_final_representation,8,v4_to_v5,512,0.9989889414410955,0.9990170091768524,0.9991162121295929,0.9950605392456054,1.0,1.0,0.998046875,0.9974609384080395,0.9998088402207941,3456
layer_hidden,S6_post_block_residual,0,v0_to_v1,512,0.9384350244125023,0.9269149297996819,0.9401938021183014,0.5153229475021363,0.94921875,0.791015625,0.8984375,0.9527343821391696,0.9717047486337833,1152
layer_hidden,S6_post_block_residual,0,v1_to_v2,512,0.8975500894275213,0.8710632395443092,0.9256995916366577,0.1193156003952027,0.908203125,0.708984375,0.97265625,0.9798828180646524,0.9946425114176236,1152
layer_hidden,S6_post_block_residual,0,v2_to_v3,512,0.9668731906977643,0.9662350155132181,0.9710883498191833,0.9081089735031128,0.994140625,0.966796875,0.822265625,0.912304694953491,0.929101851192172,1152
layer_hidden,S6_post_block_residual,0,v3_to_v4,512,0.9611312037273634,0.9592326403023901,0.9667288661003113,0.8870353043079376,0.994140625,0.955078125,0.599609375,0.7119140723225428,0.6336422937019961,1152
layer_hidden,S6_post_block_residual,0,v4_to_v5,512,0.940838338139296,0.92851271423621,0.9421882927417755,0.45838707685470587,0.94921875,0.76171875,0.880859375,0.9298828225582838,0.9695991244516335,1152
layer_hidden,S6_post_block_residual,1,v0_to_v1,512,0.9894701770145791,0.9881997777189294,0.9901248514652252,0.9389273464679718,0.99609375,0.958984375,0.978515625,0.9767578197643161,0.9952431990532205,4608
layer_hidden,S6_post_block_residual,1,v1_to_v2,512,0.9867126652678088,0.9836697085981806,0.9887601137161255,0.8782945394515991,0.99609375,0.943359375,0.986328125,0.9857421922497451,0.9982165577821434,4608
layer_hidden,S6_post_block_residual,1,v2_to_v3,512,0.9963197783403319,0.9961407532010003,0.9961622953414917,0.9824308574199676,1.0,0.994140625,0.98046875,0.9886718788184226,0.9985888542141765,4608
layer_hidden,S6_post_block_residual,1,v3_to_v4,512,0.9955148045967713,0.9952036800424136,0.9960072040557861,0.9839443564414978,1.0,0.994140625,0.8984375,0.9585937603842467,0.9886735968757421,4608
layer_hidden,S6_post_block_residual,1,v4_to_v5,512,0.9889750839338101,0.988266746889363,0.9882407784461975,0.9225354433059693,1.0,0.962890625,0.966796875,0.977148444391787,0.9963228581473231,4608
layer_hidden,S6_post_block_residual,2,v0_to_v1,512,0.9956594285783116,0.995295903381843,0.9957715570926666,0.9759551286697388,1.0,0.9921875,0.984375,0.9910156280966476,0.9985902858898044,6912
layer_hidden,S6_post_block_residual,2,v1_to_v2,512,0.9937145109202502,0.9924285874126556,0.9947494268417358,0.9488598704338074,1.0,0.986328125,0.9921875,0.9896484410855919,0.9989675938850269,6912
layer_hidden,S6_post_block_residual,2,v2_to_v3,512,0.9970861283933464,0.997055931382744,0.9973748326301575,0.9884312212467193,1.0,0.99609375,0.974609375,0.9902343781432137,0.998888123081997,6912
layer_hidden,S6_post_block_residual,2,v3_to_v4,512,0.9969376272697821,0.99678532679558,0.9975074231624603,0.988795816898346,1.0,0.99609375,0.91015625,0.9708984453463927,0.9929843608988449,6912
layer_hidden,S6_post_block_residual,2,v4_to_v5,512,0.9956423326657301,0.9951717508764392,0.9955653548240662,0.9707244396209717,1.0,0.990234375,0.990234375,0.9900390658294782,0.998934659990482,6912
layer_hidden,S6_post_block_residual,4,v0_to_v1,512,0.9981762924006369,0.9978779773710202,0.9982151985168457,0.9867499947547913,1.0,0.9921875,0.994140625,0.9960937513969839,0.9996491824276745,11520
layer_hidden,S6_post_block_residual,4,v1_to_v2,512,0.9960665607856756,0.9951535707181575,0.9974625110626221,0.9688669145107269,1.0,0.994140625,0.994140625,0.9962890638271347,0.9996284197550267,11520
layer_hidden,S6_post_block_residual,4,v2_to_v3,512,0.9990667283527751,0.9990012656203241,0.9991876482963562,0.9954387664794921,1.0,1.0,0.986328125,0.9974609384080395,0.9996269878465682,11520
layer_hidden,S6_post_block_residual,4,v3_to_v4,512,0.9992549453815245,0.9991943453824564,0.999546468257904,0.9963954091072083,1.0,0.998046875,0.97265625,0.993945314665325,0.9992604192811996,11520
layer_hidden,S6_post_block_residual,4,v4_to_v5,512,0.9977291729911704,0.9974305768093035,0.9980067610740662,0.9853175222873688,1.0,0.994140625,0.998046875,0.9968750011175871,0.9996377271600068,11520
layer_hidden,S6_post_block_residual,8,v0_to_v1,512,0.9982393982361553,0.9979639383424747,0.9983383119106293,0.9873455703258515,1.0,0.994140625,0.99609375,0.9966796886874363,0.9996907077729702,20736
layer_hidden,S6_post_block_residual,8,v1_to_v2,512,0.9961654841427459,0.9952739550258484,0.9974757432937622,0.9700651049613953,1.0,0.994140625,0.9921875,0.9964843762572855,0.9996814003679901,20736
layer_hidden,S6_post_block_residual,8,v2_to_v3,512,0.9990799108242158,0.9990152353804488,0.9991804361343384,0.9954164683818817,1.0,1.0,0.986328125,0.9976562508381903,0.9996448867022991,20736
layer_hidden,S6_post_block_residual,8,v3_to_v4,512,0.9992630692341556,0.9992038933269387,0.9995593726634979,0.9966283798217773,1.0,0.998046875,0.97265625,0.993945314665325,0.9992668628692627,20736
layer_hidden,S6_post_block_residual,8,v4_to_v5,512,0.9977832486444717,0.9975035116097145,0.9980573356151581,0.9859652400016785,1.0,0.994140625,0.998046875,0.9970703135477379,0.9996792525053024,20736
u_gated_update,S5_transformed_update,0,v0_to_v1,512,0.9384350130596878,0.9269149325779518,0.9401934742927551,0.5153272926807404,0.94921875,0.791015625,0.8984375,0.9527343821391696,0.9717047486337833,1152
u_gated_update,S5_transformed_update,0,v1_to_v2,512,0.897550053313672,0.8710632635667415,0.9256998598575592,0.11932227611541754,0.908203125,0.708984375,0.97265625,0.9798828180646524,0.9946417954633944,1152
u_gated_update,S5_transformed_update,0,v2_to_v3,512,0.9668732038087807,0.9662350013823663,0.9710891842842102,0.908113318681717,0.994140625,0.966796875,0.822265625,0.912304694953491,0.929101851192172,1152
u_gated_update,S5_transformed_update,0,v3_to_v4,512,0.9611312027140141,0.9592326390329264,0.9667285978794098,0.8870385706424713,0.994140625,0.955078125,0.599609375,0.7119140723225428,0.6336437256104546,1152
u_gated_update,S5_transformed_update,0,v4_to_v5,512,0.9408383357768477,0.9285127021666935,0.9421882927417755,0.45838707685470587,0.94921875,0.76171875,0.880859375,0.9298828225582838,0.9696027042227797,1152
u_gated_update,S5_transformed_update,1,v0_to_v1,512,0.9894702341841091,0.9881997975141021,0.9901240766048431,0.938930732011795,0.99609375,0.958984375,0.978515625,0.9767578197643161,0.9952431990532205,4608
u_gated_update,S5_transformed_update,1,v1_to_v2,512,0.986712745771598,0.983669748098153,0.98876091837883,0.8783033907413482,0.99609375,0.943359375,0.986328125,0.9857421922497451,0.9982165577821434,4608
u_gated_update,S5_transformed_update,1,v2_to_v3,512,0.996319763262663,0.9961407426813661,0.9961620271205902,0.9824308574199676,1.0,0.994140625,0.98046875,0.9886718788184226,0.9985888542141765,4608
u_gated_update,S5_transformed_update,1,v3_to_v4,512,0.995514802063398,0.9952036705791384,0.9960072636604309,0.9839436054229737,1.0,0.994140625,0.8984375,0.9585937603842467,0.9886743128299713,4608
u_gated_update,S5_transformed_update,1,v4_to_v5,512,0.9889750839338101,0.9882667649131742,0.9882404208183289,0.922529399394989,1.0,0.962890625,0.966796875,0.977148444391787,0.9963235741015524,4608
u_gated_update,S5_transformed_update,2,v0_to_v1,512,0.9956594200637008,0.9952958845417007,0.9957719147205353,0.9759513437747955,1.0,0.9921875,0.984375,0.9910156280966476,0.9985895699355751,6912
u_gated_update,S5_transformed_update,2,v1_to_v2,512,0.9937145839003207,0.9924285935391819,0.9947507381439209,0.9488674461841583,1.0,0.986328125,0.9921875,0.9896484410855919,0.9989675938850269,6912
u_gated_update,S5_transformed_update,2,v2_to_v3,512,0.9970861074157201,0.9970559417453686,0.997374951839447,0.9884134531021118,1.0,0.99609375,0.974609375,0.9902343781432137,0.9988888390362263,6912
u_gated_update,S5_transformed_update,2,v3_to_v4,512,0.996937614434024,0.9967853113312036,0.9975074827671051,0.9887950778007507,1.0,0.99609375,0.91015625,0.9708984453463927,0.9929800651734695,6912
u_gated_update,S5_transformed_update,2,v4_to_v5,512,0.9956422610047995,0.9951717672909816,0.9955666363239288,0.970766419172287,1.0,0.990234375,0.990234375,0.9900390658294782,0.9989360918989405,6912
u_gated_update,S5_transformed_update,4,v0_to_v1,512,0.9981762822641954,0.9978779703385247,0.9982139468193054,0.9867486596107483,1.0,0.9921875,0.994140625,0.9960937513969839,0.9996498983819038,11520
u_gated_update,S5_transformed_update,4,v1_to_v2,512,0.9960666518226708,0.9951536398834153,0.9974631369113922,0.968866628408432,1.0,0.994140625,0.994140625,0.9962890638271347,0.9996291357092559,11520
u_gated_update,S5_transformed_update,4,v2_to_v3,512,0.9990667893190014,0.999001295295113,0.9991897344589233,0.9954451739788055,1.0,1.0,0.986328125,0.9974609384080395,0.9996269878465682,11520
u_gated_update,S5_transformed_update,4,v3_to_v4,512,0.9992549205544661,0.9991943370347708,0.99954554438591,0.9963969826698303,1.0,0.998046875,0.97265625,0.993945314665325,0.9992597033269703,11520
u_gated_update,S5_transformed_update,4,v4_to_v5,512,0.9977292399272045,0.9974306067417043,0.9980079531669617,0.9853050887584687,1.0,0.994140625,0.998046875,0.9968750011175871,0.999635579297319,11520
u_gated_update,S5_transformed_update,8,v0_to_v1,512,0.9982393690432039,0.9979639390370422,0.9983390867710114,0.9873444855213165,1.0,0.994140625,0.99609375,0.9966796886874363,0.999689991818741,20736
u_gated_update,S5_transformed_update,8,v1_to_v2,512,0.9961655337992886,0.9952739992013276,0.9974740147590637,0.9700552701950074,1.0,0.994140625,0.9921875,0.9964843762572855,0.9996828322764486,20736
u_gated_update,S5_transformed_update,8,v2_to_v3,512,0.9990798721467173,0.9990152123000574,0.9991799592971802,0.9954247176647186,1.0,1.0,0.986328125,0.9976562508381903,0.9996448867022991,20736
u_gated_update,S5_transformed_update,8,v3_to_v4,512,0.9992630653496499,0.999203891480446,0.9995588958263397,0.996628713607788,1.0,0.998046875,0.97265625,0.9937500022351742,0.9992654309608042,20736
u_gated_update,S5_transformed_update,8,v4_to_v5,512,0.997783183283403,0.9975034651018445,0.9980610907077789,0.9859590411186219,1.0,0.994140625,0.998046875,0.9970703135477379,0.9996771046426147,20736
