edge,config_id,family,budget,cost,users,candidates_per_user,mean_abs_probability_gap,reuse_mean_abs_probability_gap,probability_gap_recovery,mean_abs_logit_gap,mean_Bernoulli_JS,top1_agreement,top10_overlap,rank_correlation
v2_to_v3,token_p10_attn_mass,token,p10,0.099609375,3000,64,0.005580653963312762,0.0055176022078184984,-0.011427383330555818,0.04672921449287484,5.171836929840007e-05,0.9243333333333333,0.9530333333333335,0.9878048992673993
v2_to_v3,token_p10_read_norm,token,p10,0.099609375,3000,64,0.006079025384363817,0.0055176022078184984,-0.1017512961970648,0.05086571117428442,6.133755832884499e-05,0.917,0.9501333333333334,0.9860789987789988
v2_to_v3,token_p10_persistence,token,p10,0.099609375,3000,64,0.006252655246273846,0.0055176022078184984,-0.1332196506326191,0.05224888006101052,6.601097371079823e-05,0.9136666666666666,0.9486000000000001,0.985940811965812
v2_to_v3,token_p10_kv_drift,token,p10,0.099609375,3000,64,0.004174743547470916,0.0055176022078184984,0.24337721527745115,0.03583394084498286,3.106041766576449e-05,0.9156666666666666,0.9537666666666668,0.9884049145299145
v2_to_v3,token_p10_read_delta,token,p10,0.099609375,3000,64,0.00379832220416154,0.0055176022078184984,0.31159912202817397,0.03289398293383419,2.584840631457025e-05,0.9276666666666666,0.9565333333333335,0.9894724358974359
v2_to_v3,token_p20_attn_mass,token,p20,0.2001953125,3000,64,0.004655214936814011,0.0055176022078184984,0.15629747098884283,0.03942874508847793,3.58745938460881e-05,0.9363333333333334,0.9608666666666668,0.9910163308913308
v2_to_v3,token_p20_read_norm,token,p20,0.2001953125,3000,64,0.005019389290811728,0.0055176022078184984,0.09029518588723151,0.04225244224412988,4.192083213217066e-05,0.9356666666666666,0.9598666666666668,0.9905680708180709
v2_to_v3,token_p20_kv_drift,token,p20,0.2001953125,3000,64,0.0031105970914370347,0.0055176022078184984,0.43624114710022277,0.027412861437847217,1.7578212959386426e-05,0.9286666666666666,0.9599666666666669,0.9914343864468865
v2_to_v3,token_p20_read_delta,token,p20,0.2001953125,3000,64,0.0031298218429830146,0.0055176022078184984,0.4327568887535921,0.02734459493185083,1.7359647619248536e-05,0.9433333333333334,0.9653000000000002,0.9926016941391942
v2_to_v3,token_p40_read_norm,token,p40,0.400390625,3000,64,0.0026611908805398202,0.0055176022078184984,0.5176906960112337,0.02327771717340996,1.2533524788877634e-05,0.9533333333333334,0.9711333333333332,0.9949039224664223
