run,target,users,mean_user_probability_recovery,median_user_probability_recovery,fraction_users_harmed,mean_reuse_probability_gap,mean_method_probability_gap
v5_compiled_canary_01,1,4,0.38635097444057465,0.7101401686668396,0.25,0.00418937997892495,0.0015034626703708852
v5_compiled_canary_01,2,4,0.7941791713237762,0.8380804359912872,0.0,0.005902391392737575,0.0013420099858194273
v5_compiled_canary_02,1,4,0.38635097444057465,0.7101401686668396,0.25,0.00418937997892495,0.0015034626703708852
v5_compiled_canary_02,2,4,0.7941791713237762,0.8380804359912872,0.0,0.005902391392737575,0.0013420099858194273
v5_compiled_canary_03,1,4,0.38635097444057465,0.7101401686668396,0.25,0.00418937997892495,0.0015034626703708852
v5_compiled_canary_03,2,4,0.7941791713237762,0.8380804359912872,0.0,0.005902391392737575,0.0013420099858194273
v5_compiled_canary_04,1,4,0.38635097444057465,0.7101401686668396,0.25,0.00418937997892495,0.0015034626703708852
v5_compiled_canary_04,2,4,0.7941791713237762,0.8380804359912872,0.0,0.005902391392737575,0.0013420099858194273
v5_compiled_canary_04,3,4,-0.0759947597980499,-0.20727598667144773,0.75,0.00360543397255235,0.002134699374437275
v5_compiled_canary_04,4,4,-0.33600154519081116,0.8194323778152466,0.25,0.014155847486108474,0.0023659563157707253
v5_compiled_canary_04,5,4,0.7680007219314575,0.788843035697937,0.0,0.0044565133284777,0.0012583984062075
v5_compiled_guard_probe_01,1,4,0.38635097444057465,0.7101401686668396,0.25,0.00418937997892495,0.0015034626703708852
v5_compiled_guard_probe_01,2,4,0.7941791713237762,0.8380804359912872,0.0,0.005902391392737575,0.0013420099858194273
v5_compiled_quality512_01,1,512,0.2938408823683858,0.8104130625724792,0.12109375,0.008972102177722215,0.0019442065986367632
v5_compiled_quality512_01,2,512,0.13704099133610725,0.6399144232273102,0.197265625,0.0048336370236938325,0.001859736741607726
v5_compiled_quality512_01,3,512,-6.423285230994225e-05,0.6136323809623718,0.2421875,0.00554752159223421,0.002233192240964802
v5_compiled_quality512_01,4,512,0.6538397427648306,0.8686392307281494,0.078125,0.021532517657760715,0.004072469057064105
v5_compiled_quality512_01,5,512,-0.4476301771355793,0.5382106900215149,0.25,0.004621846612280886,0.002221787470261868
v5_efficient512_01,1,512,0.2938408823683858,0.8104130625724792,0.12109375,0.008972102177722215,0.0019442065986367632
v5_efficient512_01,2,512,0.13704099133610725,0.6399144232273102,0.197265625,0.0048336370236938325,0.001859736741607726
v5_efficient512_01,3,512,-6.423285230994225e-05,0.6136323809623718,0.2421875,0.00554752159223421,0.002233192240964802
v5_efficient512_01,4,512,0.6538397427648306,0.8686392307281494,0.078125,0.021532517657760715,0.004072469057064105
v5_efficient512_01,5,512,-0.4476301771355793,0.5382106900215149,0.25,0.004621846612280886,0.002221787470261868
