method,time_bucket,probability_gap_recovery
coverage_scaled_frozen_cutover_S4,"[0d,1d)",0.5203895320001594
coverage_scaled_frozen_cutover_S4,"[1d,3d)",0.5526203601844987
coverage_scaled_frozen_cutover_S4,"[3d,7d)",0.3508752104002405
coverage_scaled_frozen_cutover_S4,"[7d,14d)",0.2107587743258928
