method,append_bucket,probability_gap_recovery
coverage_scaled_frozen_cutover_S4,0,0.5965470777262771
coverage_scaled_frozen_cutover_S4,>512,-0.10529334302833268
coverage_scaled_frozen_cutover_S4,"[1,8]",0.6560476309649156
coverage_scaled_frozen_cutover_S4,"[129,512]",0.29944782285946336
coverage_scaled_frozen_cutover_S4,"[33,128]",0.5486939425244617
coverage_scaled_frozen_cutover_S4,"[9,32]",0.5152601119763341
