edge,same_request_S4_oracle,frozen_cutover_S4,coverage_scaled_frozen,gate_primary_positive
v0_to_v1,0.9209158274966758,-150.33631356674417,0.028806305585013684,True
v1_to_v2,0.9675430169848165,-2.5318580111616997,0.7003990870933696,True
v2_to_v3,0.9705293706286137,-0.48724880339487486,0.6794862376426063,True
v3_to_v4,0.9500074948579298,-89.16354949727392,0.2738033064434098,True
v4_to_v5,0.9146836396834628,-0.8771265869077883,0.3839681250987104,True
