edge,uid,direction_cosine,norm_ratio,relative_l2
v0_to_v1,477300.0,0.9799938020874035,0.7605931508437813,81.95064018405695
v1_to_v2,457763.3333333333,0.9563046470133377,0.7861998178584371,2.7921810205895046
v2_to_v3,498858.23529411765,0.9258296224490319,0.7841325430838847,1.311967891850263
v3_to_v4,477971.0,0.938414755931143,0.7971501867177502,6.5071500067361585
v4_to_v5,476182.1052631579,0.9497145326835745,0.8067053187613384,0.6810736961454132
